,name,description,score,address,latitude,longitude,short_url
115,Hotel Cote Basque,"[""L'Hotel Cote Basque est situé au cœur de la ville historique de Bayonne, en face du pont Saint-Esprit. Il propose une connexion Wi-Fi gratuite et des chambres avec salle de bains privative. "", '3 362 expériences vécues']","['7,9']","2 rue Maubec, 64100 Bayonne, France",43.49618306,-1.46960109,https://www.booking.com/hotel/fr/cote-basque.fr.html?aid=304142
116,COLMARAPPART Grand'Rue,"[""Le COLMARAPPART Grand'Rue bénéficie d'un emplacement idéal au cœur de Colmar, entre la cathédrale de la ville et les rues principales. Il propose des suites et des appartements indépendants. "", '199 expériences vécues']","['8,8']","21 B grand'rue, 68000 Colmar, France",48.07641026,7.35954888,https://www.booking.com/hotel/fr/cotoon-colmar8.fr.html?aid=304142
117,"Crowne Plaza Toulouse, an IHG Hotel","['L’hôtel 4 étoiles Crowne Plaza Toulouse vous accueille dans le centre-ville de Toulouse, à 80 mètres du théâtre du Capitole. ', '1 774 expériences vécues']","['8,1']","7 Place du Capitole, 31000 Toulouse, France",43.60373649,1.44275352,https://www.booking.com/hotel/fr/crowne-plaza-toulouse-toulouse.fr.html?aid=304142
118,"Hôtel de Bourgtheroulde, Autograph Collection","['Ce boutique hôtel vous accueille dans le centre historique de Rouen, à côté du Gros-Horloge et à 2\xa0km de la salle omnisports Kindarena. ', '758 expériences vécues']","['8,6']","15 Place De La Pucelle, 76000 Rouen, France",49.442178,1.088876,https://www.booking.com/hotel/fr/de-bourgtheroulde.fr.html?aid=304142
119,Hotel de L'Esperance,"[""Situé à 2 minutes à pied de la très animée rue Mouffetard à Paris, l'Hôtel de l'Espérance dispose d'une cour intérieure. "", '723 expériences vécues']","['8,6']","15 RUE PASCAL, 5e arr., 75005 Paris, France",48.8381576,2.3496155,https://www.booking.com/hotel/fr/de-l-39-esperance.fr.html?aid=304142
120,Hôtel De L'Amphithéâtre,"[""Situé dans la zone piétonne du centre historique de Nîmes, l'Hôtel De L'Amphithéâtre est composé de 2 hôtels particuliers datant des XVIIe et XVIIIe siècles. "", '284 expériences vécues']","['8,4']","4 Rue Des Arènes, 30000 Nîmes, France",43.83581534,4.35914017,https://www.booking.com/hotel/fr/de-l-amphitheatre-nimes.fr.html?aid=304142
121,Hôtel de l'Europe Grenoble hyper-centre,"[""Situé au cœur de Grenoble, l'Hôtel de l'Europe Grenoble hyper-centre est le plus ancien hôtel de la ville, installé dans un bâtiment datant du XVIIe siècle. "", '474 expériences vécues']","['8,4']","22 Place Grenette, 38000 Grenoble, France",45.19035711,5.72733097,https://www.booking.com/hotel/fr/de-l-europe-grenoble.fr.html?aid=304142
122,Hotel De L'univers,"[""L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. "", '2 120 expériences vécues']","['8,1']","12 Place Chateaubriand, Intra muros, 35400 Saint-Malo, France",48.65104101,-2.0237267,https://www.booking.com/hotel/fr/de-l-univers.fr.html?aid=304142
123,Hôtel De La Cathédrale,"[""Arborant une façade à colombages datant du XVIIe siècle, l'Hôtel De La Cathédrale est situé à seulement 50 mètres de la cathédrale de Rouen, en plein cœur du centre historique de la ville. "", '1 899 expériences vécues']","['7,9']","12 Rue Saint Romain, 76000 Rouen, France",49.44011681,1.09693363,https://www.booking.com/hotel/fr/de-la-cathedrale.fr.html?aid=304142
124,Hotel De La Paix,"['Le charmant Hôtel De La Paix vous accueille dans la zone piétonne centrale de Lille, à seulement 300 mètres du monument à la Liberté et à 550 mètres du centre de conventions du Nouveau Siècle. ', '759 expériences vécues']","['8,1']","46 Bis Rue Pierre Mauroy , Centre de Lille, 59000 Lille, France",50.63620003,3.06570321,https://www.booking.com/hotel/fr/de-la-paix-lille.fr.html?aid=304142
125,Hôtel de Paris,"[""Situé dans le centre de Besançon, l'Hôtel de Paris est agrémenté d'un intérieur contemporain. Il propose une réception ouverte 24h/24 et une terrasse. "", '1 834 expériences vécues']","['8,7']","33 rue des Granges, 25000 Besançon, France",47.23856537,6.02532506,https://www.booking.com/hotel/fr/de-paris-besanasson.fr.html?aid=304142
126,Brit Hotel Confort Montauban,"[""Le Deltour Hotel Montauban City se trouve au sud de Montauban, à 300 mètres de la jonction 66 de l'autoroute A20. "", '469 expériences vécues']","['7,5']","Za Albasud- 16 Impasse JacquesDaguerre , 82000 Montauban, France",43.98081084,1.33039445,https://www.booking.com/hotel/fr/deltour-montauban-city.fr.html?aid=304142
127,Hôtel des Basses Pyrénées - Bayonne,"[""L'Hôtel des Basses Pyrénées - Bayonne est situé à Bayonne, à moins de 200 mètres de la cathédrale Sainte-Marie et à 11 minutes à pied du parc Ansot. "", '846 expériences vécues']","['8,5']","12, rue Tour De Sault, 64100 Bayonne, France",43.48841135,-1.47714337,https://www.booking.com/hotel/fr/des-basses-pyrenees.fr.html?aid=304142
128,Maison des Croisades,"[""Située à Aigues-Mortes, la Maison des Croisades propose un service de location de vélos et un jardin. Il dispose d'une connexion Wi-Fi gratuite et d'une terrasse. "", '593 expériences vécues']","['8,9']","2 RUE DU PORT, 30220 Aigues-Mortes, France",43.5689974,4.1882982,https://www.booking.com/hotel/fr/des-croisades.fr.html?aid=304142
129,Hotel de Charme La Bonne Adresse,"[""Situé à seulement 150 mètres des plages du Havre, l'Hôtel La Bonne Adresse se trouve dans un quartier résidentiel de Sainte-Adresse. "", '78 expériences vécues']","['8,0']","29 Rue Du Général De Gaulle, Sainte-Adresse, 76310 Le Havre, France",49.50318945,0.08882135,https://www.booking.com/hotel/fr/des-phares.fr.html?aid=304142
130,Hôtel Les Roches Blanches Cassis,"[""Doté d'une connexion Wi-Fi gratuite, l'Hôtel Les Roches Blanches Cassis est situé à 1 km du centre de Cassis et à 6\xa0km du cap Canaille. "", '122 expériences vécues']","['8,8']","9 Avenue des Calanques, 13260 Cassis, France",43.211337,5.529502,https://www.booking.com/hotel/fr/des-roches-blanches.fr.html?aid=304142
131,Hotel des Vosges BW Premier Collection,"[""Situé à Strasbourg, à proximité de la gare ferroviaire et du centre-ville, l'Hôtel des Vosges vous propose des hébergements confortables et abordables. "", '690 expériences vécues']","['8,8']","3 Place De La Gare , 67000 Strasbourg, France",48.585686,7.736483,https://www.booking.com/hotel/fr/des-vosges.fr.html?aid=304142
132,Grand Hôtel Des Thermes,"[""Situé en bord de mer, le Grand Hôtel Des Thermes est un établissement de style Belle Époque doté d'un spa et d'une piscine intérieure. "", '362 expériences vécues']","['8,0']","100 bd hebert, Sillon, 35400 Saint-Malo, France",48.65783788,-1.99934542,https://www.booking.com/hotel/fr/desthermessaintmalo.fr.html?aid=304142
133,Domaine de Garabaud,"['Situé à Mazères, à 40 minutes de route de Toulouse, le Domaine de Garabaud est installé dans un magnifique cadre verdoyant, idéal pour accueillir tous vos événements. ', '161 expériences vécues']","['8,2']","913 Garabaud, 09270 Mazères, France",43.25701228,1.666435,https://www.booking.com/hotel/fr/domaine-de-garabaud.fr.html?aid=304142
134,Domaine de Saint Clair,"['Hébergement géré par un particulier', ""Le Domaine de Saint Clair est une chambre d'hôtes réservée aux adultes située à Aix-en-Provence. "", '133 expériences vécues']","['9,6']","1684 Avenue Fortuné Ferrini, 13080 Aix-en-Provence, France",43.49915642,5.43205649,https://www.booking.com/hotel/fr/domaine-de-saint-clair.fr.html?aid=304142
135,dtente sky lodge,"['Hébergement géré par un particulier', ""Doté d'un sauna, le dtente sky lodge est situé à Massat. Offrant une vue sur la montagne, il se trouve à 41 km d'Espot. Un petit-déjeuner continental est servi tous les matins sur place. "", '86 expériences vécues']","['9,4']","La Prado, 09320 Massat, France",42.89450398,1.32823379,https://www.booking.com/hotel/fr/dtente-sky-lodge.fr.html?aid=304142
136,Hôtel du Château,"['Offrant une vue sur la vieille ville, l’Hotel du Chateau est situé au pied du château d’Annecy. Sa réception est dotée d’une connexion Wi-Fi gratuite. ', '1 401 expériences vécues']","['8,6']","16, rampe du Château, 74000 Annecy, France",45.89789347,6.12520516,https://www.booking.com/hotel/fr/du-chateau-annecy.fr.html?aid=304142
137,Hôtel du Château & Spa - Les Collectionneurs,"[""L'Hôtel du Château & Spa - Les Collectionneurs se situe à 30 mètres de l'entrée de la cité médiévale de Carcassonne. "", '478 expériences vécues']","['8,5']","2 Rue Camille Saint Saens, 11000 Carcassonne, France",43.20734201,2.36651301,https://www.booking.com/hotel/fr/du-chateau-carcassonne.fr.html?aid=304142
138,Hotel Du Nord,"['Cet hôtel est situé au cœur de Besançon, à seulement 700 mètres des rives du Doubs. ', '977 expériences vécues']","['8,3']","8, rue Moncey, 25000 Besançon, France",47.23727603,6.02586955,https://www.booking.com/hotel/fr/du-nord-besancon.fr.html?aid=304142
139,Hôtel du Palais de l'Isle,"['L’hôtel du Palais de l’Isle est situé au cœur d’Annecy, à quelques pas du château. Il propose des chambres décorées de manière unique donnant sur les canaux, le château médiéval ou la ville. ', '1 468 expériences vécues']","['8,4']","13 Rue Perriere, 74000 Annecy, France",45.89819586,6.12748235,https://www.booking.com/hotel/fr/du-palais-de-l-isle-annecy.fr.html?aid=304142
140,L'ECHO DES FLOTS,"[""Situé à Cassis, à seulement 100 mètres de Bestouan, L'ECHO DES FLOTS propose un hébergement en bord de mer avec une terrasse et une connexion Wi-Fi gratuite. Le cap Canaille se trouve à 2,5 km. "", '23 expériences vécues']","['8,6']","3bis Avenue des Calanques résidence le Week End, 13260 Cassis, France",43.2119159,5.53091776,https://www.booking.com/hotel/fr/echo-des-flots.fr.html?aid=304142
141,Eco-appart Boulevard de l'Europe,"[""L'Eco-appart Boulevard de l'Europe est situé à Rouen. Il se trouve à 2,3 km de la cathédrale Notre-Dame de Rouen et met gratuitement à votre disposition une connexion Wi-Fi et un parking privé. "", '54 expériences vécues']","['8,9']","98 Rue d'Elbeuf, 76100 Rouen, France",49.42396424,1.08114463,https://www.booking.com/hotel/fr/eco-appart-boulevard-de-l-europe.fr.html?aid=304142
142,Eden Rose Grand Hotel BW Premier Collection,"[""Situé à Bormes-les-Mimosas, à 2,7 km de la Grande Plage, l'Eden Rose Grand Hotel BW Premier Collection propose un restaurant, un parking privé, un bar et un jardin. "", '31 expériences vécues']","['8,8']","167 Route Du Baguier, 83230 Bormes-les-Mimosas, France",43.152872,6.342654,https://www.booking.com/hotel/fr/eden-rose-grand-bw-premier-collection.fr.html?aid=304142
143,Elsass Design Hygge,"['Hébergement géré par un particulier', ""Situé à Eguisheim, l'Elsass Design Hygge propose un service de prêt de vélos, une connexion Wi-Fi gratuite et une vue sur la ville. La région est prisée pour pratiquer la randonnée, le ski et le vélo...."", '97 expériences vécues']","['9,4']","20 Rue du Rempart Sud, 68420 Eguisheim, France",48.04203,7.304598,https://www.booking.com/hotel/fr/elsass-design-hygge.fr.html?aid=304142
144,Guest House Encantada,"['Hébergement géré par un particulier', 'Offrant une vue sur sa piscine extérieure, le Guest House Encantada est situé à Nîmes. Il propose un bar, un salon commun, un jardin et une terrasse. ', '43 expériences vécues']","['9,7']","53 Impasse De L’Escaut, 30000 Nîmes, France",43.853052,4.351386,https://www.booking.com/hotel/fr/encantadahome.fr.html?aid=304142
145,Ethic Etapes CIS de Besançon,"['La résidence Ethic Etapes CIS de Besançon se trouve à 3 km de la gare de La Viotte et à 4 km du centre-ville. Il propose une connexion Wi-Fi gratuite, un bar et un jardin. ', '543 expériences vécues']","['7,1']","3, Avenue des Montboucons, 25000 Besançon, France",47.25111839,5.99989772,https://www.booking.com/hotel/fr/ethic-etapes-centre-international-de-sa-c-jour-de-besanasson.fr.html?aid=304142
146,Hotel Europole,"['L’Hotel Europole propose des hébergements dans le centre de Grenoble, à moins de 100 mètres de la gare SNCF et à 3 minutes de marche du palais de justice. ', '459 expériences vécues']","['8,0']","29 Rue Pierre Sémard, 38000 Grenoble, France",45.19023755,5.71266398,https://www.booking.com/hotel/fr/europole.fr.html?aid=304142
147,"Holiday Inn Express Amiens, an IHG Hotel","['Rénové en avril\xa02015, le Holiday Inn Express Amiens comprend des chambres confortables avec une connexion Wi-Fi gratuite. ', '2 394 expériences vécues']","['8,1']","10 Boulevard Alsace Lorraine, 80000 Amiens, France",49.8916762,2.30775386,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html?aid=304142
148,Fleur de Vigne,"['Hébergement géré par un particulier', 'Situé à Eguisheim, à moins de 800 mètres du marché de Noël, le Fleur de Vigne propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation et un jardin. ', '33 expériences vécues']","['9,6']","7 Rue du Tokay, 68420 Eguisheim, France",48.0461134,7.3051632,https://www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.fr.html?aid=304142
149,Contact Hôtel Foch,"[""Situé à quelques pas de la gare de Besançon et à seulement cinq minutes du centre-ville, l'hôtel Foch propose qualité et confort à un prix abordable\r Ce charmant hôtel dispose d'une vue panoramique su..."", '241 expériences vécues']","['7,2']","7 Bis Avenue Foch, 25000 Besançon, France",47.24619696,6.02335095,https://www.booking.com/hotel/fr/foch-besancon.fr.html?aid=304142
150,Hôtel Fontaine Argent - Centre Ville,"[""L'Hôtel Fontaine Argent - Centre Ville propose un hébergement 3 étoiles à Besançon, à 7 km de Micropolis et à 1,7 km du musée des beaux-arts et d'archéologie de Besançon. "", '251 expériences vécues']","['8,5']","23 Avenue Fontaine-Argent, 25000 Besançon, France",47.246146,6.033186,https://www.booking.com/hotel/fr/fontaine-argent.fr.html?aid=304142
151,Fourvière Hôtel,"[""Situé sur la colline de Fourvière qui surplombe la vieille ville de Lyon, le Fourvière Hôtel offre une vue sur la métropole. Il comprend une piscine extérieure chauffée ouverte toute l'année. "", '2 832 expériences vécues']","['8,6']","23 rue Roger Radisson, 5e arr., 69005 Lyon, France",45.75964111,4.81612913,https://www.booking.com/hotel/fr/fourviere.fr.html?aid=304142
152,Ginkgo Maison d'hôtes,"['Installé à Amiens, à moins de 2,3\xa0km du Zénith, le Ginkgo Maison d’hôtes propose un service de concierge, des chambres non-fumeurs, un salon commun, un jardin et une connexion Wi-Fi gratuite dans...', '530 expériences vécues']","['9,4']","9bis Rue Cozette, 80000 Amiens, France",49.887125,2.295143,https://www.booking.com/hotel/fr/ginkgo-maison-d-39-hotes.fr.html?aid=304142
153,Gite Amiens,"['Hébergement géré par un particulier', ""Situé à Amiens, à seulement 5 minutes à pied du parc Saint-Pierre, le Gite Amiens dispose d'une terrasse avec mobilier de jardin. La gare d'Amiens est idéalement située à 1,4 km. "", '93 expériences vécues']","['8,7']","6 Rue Charles Labbé, 80000 Amiens, France",49.90235783,2.31428465,https://www.booking.com/hotel/fr/gite-amiens.fr.html?aid=304142
154,Gîte d’Alsace l’Escale,"['Hébergement géré par un particulier', ""Situé à Ostheim, le Gîte d'Alsace l'Escale propose un hébergement avec une piscine privée et une vue sur la montagne. Cet hébergement climatisé se trouve à 9 km de Colmar. "", '34 expériences vécues']","['9,5']","54A Rue de la Gare, 68150 Ostheim, France",48.15967462,7.36115874,https://www.booking.com/hotel/fr/gite-d-alsace-l-escale.fr.html?aid=304142
155,Gîte L'Orée du Château - Appartement Potiron,"['Hébergement géré par un particulier', ""Situé à Orschwiller, le Gîte L'Orée du Château - Appartement Potiron propose un restaurant, un bar et un jardin. Vous séjournerez à 28 km de Rust et bénéficierez d'un parking privé gratuit. "", '3 expériences vécues']","['9,7']","Schaflager, 67600 Orschwiller, France",48.24834892,7.35484448,https://www.booking.com/hotel/fr/gite-l-39-oree-du-chateau.fr.html?aid=304142
156,Gîte L orée du château Appartement Cerise,"['Hébergement géré par un particulier', ""Situé à Orschwiller, en Alsace, le Gîte L orée du château Appartement Cerise dispose d'une terrasse. Vous séjournerez à 28 km de Rust et bénéficierez d'un parking privé gratuit. ""]",[],"Schaflager, 67600 Orschwiller, France",48.2484025,7.3548257,https://www.booking.com/hotel/fr/gite-l-oree-du-chateau-appartement-cerise.fr.html?aid=304142
157,Gite Le Petit Malsbach Eguisheim,"['Hébergement géré par un particulier', ""Le Gite Le Petit Malsbach Eguisheim est situé à Eguisheim. Cet hébergement climatisé se trouve à moins de 1 km du marché de Noël d'Eguisheim. "", '52 expériences vécues']","['9,4']","12 Allée Karl Gutmann, 68420 Eguisheim, France",48.04224054,7.3127051,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.fr.html?aid=304142
158,L'éclos des vignes - Appartements haut de gamme avec Spa,"[""Situé à Bergheim, en Alsace, à 14 km de Colmar, l'établissement Gîte Les Amandiers est doté d'un barbecue et d'une vue sur le jardin. Fribourg-en-Brisgau est à 43 km. "", '110 expériences vécues']","['9,2']","8 Faubourg Saint Pierre, 68750 Bergheim, France",48.20646645,7.35700397,https://www.booking.com/hotel/fr/gite-les-amandiers.fr.html?aid=304142
159,Gites & Camping on the Route des Vins,"['Hébergement géré par un particulier', 'Situé à Bergheim, à 17\xa0km de Colmar, l’établissement Gites &\xa0Camping on the Route\xa0des\xa0Vins\xa0dispose d’un barbecue et offre une vue sur les montagnes. La ville de Fribourg-en-Brisgau est à 62\xa0km. ', '91 expériences vécues']","['8,9']","32 rue des romains, 68750 Bergheim, France",48.20214343,7.36871663,https://www.booking.com/hotel/fr/gites-amp-camping-on-the-route-des-vins.fr.html?aid=304142
160,Gîtes Equestres Lou Caloun - Les Saintes Maries de la Mer,"[""Doté d'une piscine extérieure chauffée, le Gîtes Equestres Lou Caloun - Les Saintes Maries de la Mer est situé à Saintes-Maries-de-la-Mer. "", '75 expériences vécues']","['9,1']","Chemin de Cambon - Les Cabanes de Cambon, 13460 Les Saintes-Maries-de-la-Mer, France",43.51843096,4.37782645,https://www.booking.com/hotel/fr/gites-equestres-les-cabanes-de-cambon-saintes-maries-de-la-mer.fr.html?aid=304142
161,Golden Tulip Aix en Provence,"[""Le Golden Tulip Aix en Provence est situé à la sortie des autoroutes A8 et A51. Il est implanté à seulement 10 minutes de route du centre d'Aix-en-Provence et de la maison de Paul Cézanne. "", '1 797 expériences vécues']","['8,2']","42, Route de Galice, 13090 Aix-en-Provence, France",43.52879731,5.42567968,https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.fr.html?aid=304142
162,"voco Strasbourg Centre - The Garden, an IHG Hotel","[""Doté d'un jardin et d'un restaurant, le Voco - Strasbourg Centre - The Garden - Garden est situé à Strasbourg. Il comporte une terrasse, un salon commun et un bar. "", '4 509 expériences vécues']","['8,6']","9 Rue des Magasins, 67000 Strasbourg, France",48.589685,7.739508,https://www.booking.com/hotel/fr/golden-tulip-strasbourg-centre-the-garden.fr.html?aid=304142
163,Golden Tulip Villa Massalia,"['Le Golden Tulip Villa Massalia est situé à 7\xa0minutes à pied de la plage, à 3,5\xa0km du stade Vélodrome et à 6\xa0km du quartier des Goudes. ', '1 586 expériences vécues']","['7,5']","17 Place Louis Bonnefon, 13008 Marseille, France",43.25480976,5.3816539,https://www.booking.com/hotel/fr/goldentulipvillamassalia.fr.html?aid=304142
164,GOOD KNIGHT,"['Situé à 5 mètres du château de Carcassonne et à 2,4 km de la cathédrale de Carcassonne, le Good Knight propose des hébergements avec un jardin, un parking privé et une terrasse. ', '1 591 expériences vécues']","['9,0']","17 montée gaston combelean, 11000 Carcassonne, France",43.207746,2.366914,https://www.booking.com/hotel/fr/good-knight.fr.html?aid=304142
165,Grand Hôtel Amelot,"['Situé dans le 11ème arrondissement de Paris, à 5 minutes à pied du quartier du Marais et de la Place des Vosges, le Grand Hôtel Amelot propose une réception ouverte 24h/24, une bagagerie et un service...', '2 586 expériences vécues']","['8,1']","54 rue Amelot, 11e arr., 75011 Paris, France",48.8592568,2.3684085,https://www.booking.com/hotel/fr/grand-amelot-paris4.fr.html?aid=304142
166,"Grand Hôtel de Courtoisville - Piscine & Spa, The Originals Relais (Relais du Silence)","['Situé à 50\xa0mètres de la plage, le Grand Hôtel de Courtoisville\xa0-\xa0Piscine\xa0&\xa0Spa, The Originals Relais (Relais du Silence) dispose d’une piscine intérieure chauffée avec un système d’hydromassage. ', '1 127 expériences vécues']","['7,8']","9, rue Michelet, Sillon, 35400 Saint-Malo, France",48.65782725,-1.99775219,https://www.booking.com/hotel/fr/grand-de-courtoisville.fr.html?aid=304142
167,Hotel Mercure Grenoble Centre Président,"[""Situé à 10 minutes du centre-ville de Grenoble, l'Hôtel Mercure Grenoble Centre Président est accessible en tramway et par d'autres transports en commun. "", '639 expériences vécues']","['7,8']","11, Rue Général Mangin, 38100 Grenoble, France",45.17849379,5.72029755,https://www.booking.com/hotel/fr/grand-mercure-grenoble-president.fr.html?aid=304142
168,Grand Hotel Bellevue - Grand Place,"[""Situé sur la Grand-Place, dans le Vieux-Lille, le Grand Hotel Bellevue - Grand Place occupe un bâtiment à l'architecture flamande. "", '2 274 expériences vécues']","['8,5']","5, rue Jean Roisin, Centre de Lille, 59000 Lille, France",50.63654707,3.06234241,https://www.booking.com/hotel/fr/grandhotelbellevue.fr.html?aid=304142
169,Grand Hôtel Bristol,"['Installé à Colmar, le Grand Hôtel Bristol se trouve en face de la gare historique, desservie par les TGV. ', '2 645 expériences vécues']","['8,0']","7 place de La Gare, 68000 Colmar, France",48.07245883,7.34755754,https://www.booking.com/hotel/fr/grandhotelbristol.fr.html?aid=304142
170,Novotel Grenoble Centre,"['Le Novotel Grenoble Centre est installé au cœur du quartier des affaires de Grenoble, à seulement quelques pas de la gare TGV. ', '1 183 expériences vécues']","['7,7']","7 Place Robert Schuman, 38000 Grenoble, France",45.190695,5.71259558,https://www.booking.com/hotel/fr/grenoble-centre.fr.html?aid=304142
171,Le Grey Hotel,"[""Situé à mi-chemin entre l'opéra Garnier et le quartier Montmartre, le Grey Hôtel est un boutique hôtel proposant des chambres élégantes avec une connexion Wi-Fi gratuite et une télévision à écran LCD...."", '999 expériences vécues']","['9,0']","12 rue de Parme, 9e arr., 75009 Paris, France",48.88133015,2.32741512,https://www.booking.com/hotel/fr/grey.fr.html?aid=304142
172,Guesthouse Les 3 Chateaux,"['Hébergement géré par un particulier', ""Situé à 100 mètres du marché de Noël d'Eguisheim, le Guesthouse Les 3 Chateaux propose une terrasse et une connexion Wi-Fi gratuite. "", '48 expériences vécues']","['8,7']","61 Rue du Rempart Nord, 68420 Eguisheim, France",48.0433578,7.3075508,https://www.booking.com/hotel/fr/guesthouse-les-3-chateaux.fr.html?aid=304142
173,ibis Montauban,"[""Situé à la sortie de l'autoroute A20, à 5 minutes en voiture de Montauban, cet hôtel ibis possède un bar, une piscine extérieure et une salle de réunion. "", '582 expériences vécues']","['8,0']","50 route de Saint Martial, 82000 Montauban, France",44.0053675,1.3837342,https://www.booking.com/hotel/fr/ha-tel-ibis-montauban.fr.html?aid=304142
174,Best Western Marquis de la Baume,"['Situé dans le centre de la ville historique de Nîmes, le Best Western Marquis de la Baume occupe une maison de ville du XVIIe siècle, à seulement 3,7 km du parc des expositions de Nîmes et à 650...', '2 006 expériences vécues']","['7,9']","21, rue Nationale, 30000 Nîmes, France",43.83959476,4.3610841,https://www.booking.com/hotel/fr/ha-tel-la-baume.fr.html?aid=304142
175,Hôtel Le Nouveau Monde,"[""L'Hôtel Le Nouveau Monde est situé en bord de mer, à 5 minutes à pied du centre historique de Saint-Malo et à 950 mètres du port de plaisance. "", '664 expériences vécues']","['8,9']","64, Chaussée du Sillon, Sillon, 35400 Saint-Malo, France",48.65342427,-2.01143146,https://www.booking.com/hotel/fr/ha-tel-le-nouveau-monde.fr.html?aid=304142
176,Hôtel L'Auberge Alsacienne,"[""Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un restaurant traditionnel. "", '525 expériences vécues']","['8,6']","12 Grand'Rue, 68420 Eguisheim, France",48.04223841,7.30916776,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html?aid=304142
177,Hammam et spa privatifs by jordans collection,"[""Le Hammam et spa privatifs by jordans collection est situé à Dijon, à 700 mètres de l'église Saint-Philibert et à 1,5 km du parc des expositions Dijon Congrexpo, dans une région propice à la..."", '35 expériences vécues']","['8,8']","33 Rue Pasteur, Centre-ville de Dijon, 21000 Dijon, France",47.3177379,5.0427374,https://www.booking.com/hotel/fr/hamman-et-spa-privatifs-by-jordans-collection.fr.html?aid=304142
178,Appartement T3 tout équipé Quartier Coty Le Havre,"['Hébergement géré par un particulier', ""Situé à moins de 1,6 km de la plage du Havre et à 400 mètres de l'église Saint-Michel, l'Appartement T3 tout équipé Quartier Coty Le Havre propose une connexion Wi-Fi gratuite et des installations de..."", '17 expériences vécues']","['6,6']","77 bis avenue René Coty, 76600 Le Havre, France",49.49796,0.114632,https://www.booking.com/hotel/fr/hello-normandie-appart-t3-tout-equipe-quartier-coty-le-havre.fr.html?aid=304142
179,"L'Hermitage Gantois, Autograph Collection","[""Doté d'un spa sur place, l'établissement 5 étoiles L'Hermitage Gantois, Autograph Collection est installé dans un élégant bâtiment datant du XVème siècle, au cœur de Lille, à 5 minutes à pied de la..."", '744 expériences vécues']","['8,3']","224 rue Pierre Mauroy, Centre de Lille, 59000 Lille, France",50.63117791,3.06831837,https://www.booking.com/hotel/fr/hermitagegantois.fr.html?aid=304142
180,Hilton Garden Inn Le Havre Centre,"[""Le Hilton Garden Inn Le Havre Centre est situé sur le front de mer du Havre, à 350 mètres de la plage et à 300 mètres de l'église Saint-Joseph. "", '92 expériences vécues']","['8,7']","128 Boulevard Clemenceau, Perret, 76600 Le Havre, France",49.49008699,0.09774696,https://www.booking.com/hotel/fr/hilton-garden-inn-le-havre-centre.fr.html?aid=304142
181,Hilton Strasbourg,"[""L'hôtel Hilton Strasbourg se situe à proximité du Parlement européen et à seulement 3 arrêts de tramway du centre-ville de Strasbourg. "", '1 511 expériences vécues']","['7,4']","1 Avenue Herrenschmidt, 67000 Strasbourg, France",48.59655677,7.7552855,https://www.booking.com/hotel/fr/hilton-strasbourg.fr.html?aid=304142
182,Adagio Grenoble Centre,"['L’Adagio Grenoble Centre est situé dans le quartier des affaires Europole, à 5\xa0minutes à pied de la gare TGV de Grenoble et à 10\xa0minutes de marche du centre-ville. ', '871 expériences vécues']","['7,6']","6 rue Auguste Genin, 38000 Grenoble, France",45.18960902,5.7121785,https://www.booking.com/hotel/fr/hipark.fr.html?aid=304142
183,Hôtel Restaurant Spa Le Sauvage,"[""L'Hôtel Restaurant Spa Le Sauvage vous accueille dans un ancien monastère des Clarisses, dans le quartier historique de Besançon, à 500 mètres des anciens contreforts de la citadelle. "", '741 expériences vécues']","['9,0']","6, rue du Chapitre, 25000 Besançon, France",47.23171767,6.02759153,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html?aid=304142
184,La Clorinde,"[""Installée à 800 mètres de Moustiers-Sainte-Marie, la maison d'hôtes La Clorinde vous propose une vue panoramique sur les montagnes, un grand jardin et une terrasse. "", '335 expériences vécues']","['9,2']","chemin du Jas du colombier, 04360 Moustiers-Sainte-Marie, France",43.83828039,6.22067034,https://www.booking.com/hotel/fr/holiday-home-la-clorinde.fr.html?aid=304142
185,"Holiday Inn Dijon Toison D'or, an IHG Hotel","[""Doté d'un spa avec un sauna, un hammam et une salle de sport, le Holiday Inn Dijon Toison D'or vous accueille en périphérie du centre-ville historique de Dijon, en plein cœur du parc technologique de..."", '2 808 expériences vécues']","['8,0']","1 Place Marie de Bourgogne, 21000 Dijon, France",47.3557,5.052,https://www.booking.com/hotel/fr/holiday-inn-dijon.fr.html?aid=304142
